SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-19-2010,Townhouse,2115 201st Place SE Unit J1,Bothell,WA,98012,498000,3,2.5,Bothell,1875,,2007,35,266,191,Pending,,,http://www.redfin.com/WA/Bothell/2115-201st-Pl-SE-98012/unit-J1/home/21500436,NWMLS,1258657,N,Y,47.8165122,-122.2049606
PAST SALE,May-4-2016,Single Family Residential,16403 25th Ave SE,Bothell,WA,98012,485000,4,2.25,Mays Pond,1782,6970,1980,36,272,,Pending,,,http://www.redfin.com/WA/Bothell/16403-25th-Ave-SE-98012/home/2792296,NWMLS,1257960,N,Y,47.8493383,-122.1988781
PAST SALE,,Condo/Co-op,19420 2nd Ave W #22,Bothell,WA,98012,794995,4,2.5,Martha Lake,2606,3541,2018,36,305,68,Pending,,,http://www.redfin.com/WA/Bothell/19420-2nd-Ave-SE-98012/unit-22/home/145130291,NWMLS,1257637,N,Y,47.8215295,-122.2297205
PAST SALE,August-31-2014,Single Family Residential,18531 42nd Ave SE,Bothell,WA,98012,630000,3,2.5,Bothell,2115,4356,2007,36,298,49,Pending,,,http://www.redfin.com/WA/Bothell/18531-42nd-Ave-SE-98012/home/12489288,NWMLS,1258532,N,Y,47.8290121,-122.1758226
PAST SALE,,Single Family Residential,18717 13th Dr SE,Bothell,WA,98012,679950,4,2.5,Bothell,2402,4792,2004,36,283,30,Pending,,,http://www.redfin.com/WA/Bothell/18717-13th-Dr-SE-98012/home/2910615,NWMLS,1254540,N,Y,47.8280178,-122.2138213
PAST SALE,June-1-1988,Single Family Residential,19011 27th Dr SE,Bothell,WA,98012,625000,4,2.75,Bothell,2214,10019,1978,36,282,,Pending,,,http://www.redfin.com/WA/Bothell/19011-27th-Dr-SE-98012/home/2778804,NWMLS,1251861,N,Y,47.8251234,-122.1955085
PAST SALE,March-23-2011,Single Family Residential,13924 33rd Dr SE,Mill Creek,WA,98012,625000,4,2.75,Mill Creek,2231,3048,2011,37,280,,Pending,,,http://www.redfin.com/WA/Mill-Creek/13924-33rd-Dr-SE-98012/home/35613192,NWMLS,1257165,N,Y,47.8708171,-122.1873483
PAST SALE,July-23-2008,Townhouse,13400 Dumas Road Unit G6,Mill Creek,WA,98012,349500,3,2.5,Mill Creek,1529,,1997,37,229,406,Pending,,,http://www.redfin.com/WA/Mill-Creek/13400-Dumas-Rd-98012/unit-G6/home/2869827,NWMLS,1254629,N,Y,47.8769371,-122.216853
PAST SALE,June-30-2014,Single Family Residential,220 175th Place SW,Bothell,WA,98012,599950,3,2.25,Bothell,2696,12197,1983,37,223,,Pending,,,http://www.redfin.com/WA/Bothell/220-175th-Pl-SW-98012/home/2647218,NWMLS,1257192,N,Y,47.8390814,-122.2367661
PAST SALE,February-3-2016,Single Family Residential,17813 35th Dr SE #3028,Bothell,WA,98012,675000,4,2.75,Bothell,2423,2800,2015,38,279,56,Pending,,,http://www.redfin.com/WA/Bothell/17813-35th-Dr-SE-98012/unit-3028/home/59706556,NWMLS,1257268,N,Y,47.836086,-122.1849175
PAST SALE,June-3-2009,Single Family Residential,19430 25th Dr SE #9,Bothell,WA,98012,545000,3,2.5,Bothell,1704,3023,2009,39,320,21,Pending,,,http://www.redfin.com/WA/Bothell/19430-25th-Dr-SE-98012/unit-9/home/18775611,NWMLS,1251163,N,Y,47.8213064,-122.1987815
PAST SALE,July-26-2016,Single Family Residential,18704 40th Ave SE,Bothell,WA,98012,840000,4,3.0,North Creek,3042,4356,2016,39,276,40,Pending,,,http://www.redfin.com/WA/Bothell/18704-40th-Ave-SE-98012/home/112744880,NWMLS,1255682,N,Y,47.8279329,-122.1793257
PAST SALE,,Single Family Residential,17818 41st Dr SE Unit PND10,Bothell,WA,98012,718990,4,2.5,Bothell,2050,3200,2018,41,351,96,Pending,,,http://www.redfin.com/WA/Bothell/17818-41st-Dr-SE-98012/unit-PND10/home/145116351,NWMLS,1256358,N,Y,47.8502585,-122.1768566
MLS Listing,,Multi-Family (2-4 Unit),20532 Greening Road,Bothell,WA,98012,700000,4,2.0,Bothell,,14810,1984,42,,,Active,,,http://www.redfin.com/WA/Bothell/20532-Greening-Rd-98012/home/2793827,NWMLS,1256048,N,Y,47.8117016,-122.2221606
PAST SALE,August-19-2011,Condo/Co-op,13911 13th Dr SE Unit J,Mill Creek,WA,98012,400000,3,2.0,Mill Creek,1375,90372,1989,43,291,332,Pending,,,http://www.redfin.com/WA/Mill-Creek/13911-13th-Dr-SE-98012/unit-J/home/2820848,NWMLS,1251823,N,Y,47.8716756,-122.2140864
PAST SALE,,Single Family Residential,18226 3rd Dr SE,Bothell,WA,98012,749950,5,2.5,North Bothell,3392,4440,2017,46,221,20,Pending,,,http://www.redfin.com/WA/Bothell/18226-3rd-Dr-SE-98012/home/145075902,NWMLS,1253516,N,Y,47.832268,-122.227374
PAST SALE,February-5-2010,Single Family Residential,17701 Brook Blvd,Bothell,WA,98012,499950,5,1.75,Mays Pond,1888,7841,1972,46,265,28,Pending,,,http://www.redfin.com/WA/Bothell/17701-Brook-Blvd-98012/home/2677465,NWMLS,1252988,N,Y,47.8371915,-122.2040152
PAST SALE,,Condo/Co-op,102 194th Place SW #10,Bothell,WA,98012,674995,3,2.25,Bothell,2084,3400,2018,47,324,68,Pending,,,http://www.redfin.com/WA/Bothell/102-194th-Pl-SW-98012/unit-10/home/145061087,NWMLS,1252532,N,Y,47.8215326,-122.2354704
PAST SALE,,Condo/Co-op,104 194th Place SW #09,Bothell,WA,98012,779995,5,3.25,Bothell,2682,4250,2018,48,291,68,Pending,,,http://www.redfin.com/WA/Bothell/104-194th-Pl-SW-98012/unit-09/home/145031602,NWMLS,1252496,N,Y,47.8215326,-122.2354704
PAST SALE,December-1-1991,Single Family Residential,18606 28th Ave SE,Bothell,WA,98012,850000,4,2.5,North Creek,2925,25700,1989,49,291,21,Pending,,,http://www.redfin.com/WA/Bothell/18606-28th-Ave-SE-98012/home/2815374,NWMLS,1251736,N,Y,47.8290417,-122.1958199
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit G2,Bothell,WA,98012,637900,4,3.5,Mill Creek,2318,2122,2018,49,275,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-G2/home/145006656,NWMLS,1252026,N,Y,47.8450585,-122.2147022
PAST SALE,July-25-2014,Single Family Residential,16907 40th Ave SE,Bothell,WA,98012,875000,5,2.75,North Creek,3246,4792,2014,49,270,,Pending,,,http://www.redfin.com/WA/Bothell/16907-40th-Ave-SE-98012/home/52328819,NWMLS,1248575,N,Y,47.8440614,-122.1778293
MLS Listing,,Single Family Residential,19218 Sprague Dr,Bothell,WA,98012,724900,3,2.0,Thrashers Corner,3000,48787,1984,50,242,,Active,April-21-2018 11:00 AM,April-21-2018 04:00 PM,http://www.redfin.com/WA/Bothell/19218-Sprague-Dr-98012/home/2648133,NWMLS,1244919,N,Y,47.8238429,-122.222889
PAST SALE,,Single Family Residential,16912 3rd Ave SE Unit B,Bothell,WA,98012,534950,3,2.5,Mill Creek,1561,11861,2017,51,343,90,Pending,,,http://www.redfin.com/WA/Bothell/16912-3rd-Ave-SE-98012/unit-B/home/144960241,NWMLS,1251348,N,Y,47.8445263,-122.2295808
PAST SALE,June-30-1999,Townhouse,1526 192nd St SE Unit M1,Bothell,WA,98012,225000,2,1.5,Canyon Park,935,297135,1987,51,241,274,Pending,,,http://www.redfin.com/WA/Bothell/1526-192nd-St-SE-98012/unit-M1/home/2833498,NWMLS,1250984,N,Y,47.8233713,-122.2094421
PAST SALE,April-27-2000,Single Family Residential,19117 30th Dr SE,Bothell,WA,98012,648950,4,2.5,Bothell,2208,4792,2000,51,294,25,Pending,,,http://www.redfin.com/WA/Bothell/19117-30th-Dr-SE-98012/home/2881649,NWMLS,1250113,N,Y,47.8244565,-122.191468
MLS Listing,,Mobile/Manufactured Home,20501 32nd Dr SE,Bothell,WA,98012,199950,2,1.75,Canyon Park,1639,6970,1971,51,122,150,Active,,,http://www.redfin.com/WA/Bothell/20501-32nd-Dr-SE-98012/home/2660784,NWMLS,1244612,N,Y,47.8118408,-122.189109
MLS Listing,,Single Family Residential,18704 43rd Dr SE,Bothell,WA,98012,949995,3,2.5,North Creek,2496,4814,2018,52,381,88,Active,,,http://www.redfin.com/WA/Bothell/18704-43rd-Dr-SE-98012/home/109593042,NWMLS,1251051,N,Y,47.8278375,-122.1744016
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit E5,Bothell,WA,98012,624900,3,3.25,Mill Creek,2235,1550,2018,56,280,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-E5/home/144913935,NWMLS,1249131,N,Y,47.8450585,-122.2147022
PAST SALE,March-4-2005,Condo/Co-op,20322 Bothell Everett Hwy Unit E102,Bothell,WA,98012,263950,2,1.0,Thrashers Corner,860,301186,1986,57,307,357,Pending,,,http://www.redfin.com/WA/Bothell/20322-Bothell-Everett-Hwy-98012/unit-E102/home/2910381,NWMLS,1248952,N,Y,47.813465,-122.210683
PAST SALE,,Single Family Residential,18528 43rd Dr SE,Bothell,WA,98012,699995,3,2.25,North Creek,1541,3288,2017,58,454,85,Pending,,,http://www.redfin.com/WA/Bothell/18528-43rd-Dr-SE-98012/home/109185356,NWMLS,1248706,N,Y,47.8289647,-122.1742899
MLS Listing,,Single Family Residential,18111 Baldwin Rd Unit GP 21,Bothell,WA,98012,899990,4,3.25,North Creek,3402,4423,2018,60,265,20,Active,April-21-2018 12:00 PM,April-21-2018 04:00 PM,http://www.redfin.com/WA/Bothell/18111-Baldwin-Rd-98012/unit-GP-21/home/144900593,NWMLS,1247578,N,Y,47.833446,-122.229071
PAST SALE,,Condo/Co-op,108 194th Place SW #08,Bothell,WA,98012,781000,4,2.5,Bothell,2632,3400,2018,62,297,68,Pending,,,http://www.redfin.com/WA/Bothell/108-194th-Pl-SW-98012/unit-08/home/144886840,NWMLS,1246300,N,Y,47.8215326,-122.2354704
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit G3,Bothell,WA,98012,639900,4,3.5,Mill Creek,2318,1993,2018,63,276,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-G3/home/144881828,NWMLS,1246387,N,Y,47.8450585,-122.2147022
PAST SALE,,Condo/Co-op,107 194th Place SW #11,Bothell,WA,98012,807995,4,2.5,Bothell,3308,4250,2018,64,244,68,Pending,,,http://www.redfin.com/WA/Bothell/107-194th-Pl-SW-98012/unit-11/home/144878331,NWMLS,1246258,N,Y,47.8215326,-122.2354704
PAST SALE,,Condo/Co-op,18930 Bothell Everett Hwy Unit G205,Bothell,WA,98012,244950,1,1.0,North Creek,691,552636,1998,64,354,283,Pending,,,http://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-G205/home/12176176,NWMLS,1246113,N,Y,47.8248163,-122.2090983
PAST SALE,June-19-2015,Single Family Residential,15814 34th Ave SE,Mill Creek,WA,98012,889950,4,2.5,Mill Creek,3388,7405,1997,65,263,25,Pending,,,http://www.redfin.com/WA/Mill-Creek/15814-34th-Ave-SE-98012/home/2850255,NWMLS,1244400,N,Y,47.854083,-122.1884975
MLS Listing,,Single Family Residential,17816 Clover Rd,Bothell,WA,98012,1500000,0,,Mill Creek,1653,133729,1976,69,907,,Active,,,http://www.redfin.com/WA/Bothell/17816-Clover-Rd-98012/home/2647318,NWMLS,1244243,N,Y,47.8364192,-122.2301161
MLS Listing,,Vacant Land,17922 SE 25th Dr,Bothell,WA,98012,55000,0,,Bothell,,8712,,70,,,Active,,,http://www.redfin.com/WA/Bothell/17922-25th-Dr-SE-98012/home/52837722,NWMLS,1243870,N,Y,47.834854,-122.198947
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit E4,Bothell,WA,98012,599900,3,3.0,Mill Creek,2027,1219,2018,70,296,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-E4/home/144836667,NWMLS,1243588,N,Y,47.8450585,-122.2147022
PAST SALE,,Single Family Residential,102 174th Place SW,Bothell,WA,98012,765950,5,2.75,Bothell,2723,5737,2017,71,281,81,Pending,,,http://www.redfin.com/WA/Bothell/102-174th-St-SW-98012/home/144835018,NWMLS,1241823,N,Y,47.8403971,-122.2346614
PAST SALE,,Single Family Residential,24 174th Place SW,Bothell,WA,98012,782950,5,2.75,Bothell,2979,7311,2017,71,263,81,Pending,,,http://www.redfin.com/WA/Bothell/24-174th-St-SW-98012/home/144835017,NWMLS,1241828,N,Y,47.8404047,-122.2340941
PAST SALE,August-6-2007,Mobile/Manufactured Home,2200 SE 196th st #73,Bothell,WA,98012,128500,3,2.0,Bothell,935,,2017,71,137,,Pending,,,http://www.redfin.com/WA/Bothell/2200-196th-St-SE-98012/unit-73/home/2875060,NWMLS,1243108,N,Y,47.8186196,-122.2033852
PAST SALE,October-28-2013,Single Family Residential,15012 16th Ave SE,Mill Creek,WA,98012,1099000,4,3.0,Evergreen,3833,12197,1990,72,287,39,Pending,,,http://www.redfin.com/WA/Mill-Creek/15012-16th-Ave-SE-98012/home/2811791,NWMLS,1243051,N,Y,47.8617978,-122.2097587
PAST SALE,,Single Family Residential,28 174th Place SW,Bothell,WA,98012,739950,5,2.75,Bothell,2587,5254,2017,74,286,81,Pending,,,http://www.redfin.com/WA/Bothell/28-174th-St-SW-98012/home/144823873,NWMLS,1241497,N,Y,47.8404027,-122.2342414
PAST SALE,,Condo/Co-op,110 194th Place SW #07,Bothell,WA,98012,780500,5,3.25,Bothell,2682,4250,2018,75,291,68,Pending,,,http://www.redfin.com/WA/Bothell/110-194th-Pl-SW-98012/unit-07/home/144815998,NWMLS,1241476,N,Y,47.8215326,-122.2354704
PAST SALE,,Single Family Residential,17530 3rd Ave SE #52,Bothell,WA,98012,759995,5,3.5,Martha Lake,3326,5675,2018,77,229,82,Pending,,,http://www.redfin.com/WA/Bothell/17530-3rd-Ave-SE-98012/unit-52/home/144800357,NWMLS,1240885,N,Y,47.8407906,-122.2276293
PAST SALE,,Single Family Residential,18721 46th Ave SE,Bothell,WA,98012,720995,4,2.25,North Creek,1876,2969,2018,79,384,85,Pending,,,http://www.redfin.com/WA/Bothell/18721-46th-Ave-SE-98012/home/144796076,NWMLS,1240231,N,Y,47.828913,-122.172253
MLS Listing,,Single Family Residential,18728 46th Ave SE,Bothell,WA,98012,719995,4,2.25,North Creek,1838,2810,2018,79,392,88,Active,,,http://www.redfin.com/WA/Bothell/18728-46th-Ave-SE-98012/home/144671397,NWMLS,1240229,N,Y,47.828913,-122.172253
PAST SALE,,Single Family Residential,18603 45th Dr SE,Bothell,WA,98012,779995,4,3.5,North Creek,2600,2562,2018,79,300,88,Pending,,,http://www.redfin.com/WA/Bothell/18603-45th-Dr-SE-98012/home/144796030,NWMLS,1240214,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18617 45th Dr SE,Bothell,WA,98012,699995,4,3.5,North Creek,2291,2583,2018,79,306,88,Pending,,,http://www.redfin.com/WA/Bothell/18617-45th-Dr-SE-98012/home/144795998,NWMLS,1240205,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18621 45th Dr SE,Bothell,WA,98012,779995,4,3.5,North Creek,2600,2583,2018,79,300,88,Pending,,,http://www.redfin.com/WA/Bothell/18621-45th-Dr-SE-98012/home/144795987,NWMLS,1240203,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18521 46th Ave SE,Bothell,WA,98012,724995,4,3.5,North Creek,2291,3499,2018,79,316,88,Pending,,,http://www.redfin.com/WA/Bothell/18521-46th-Ave-SE-98012/home/144795874,NWMLS,1240168,N,Y,47.8585207,-122.1725709
PAST SALE,,Single Family Residential,18619 46th Ave SE,Bothell,WA,98012,724995,4,3.5,North Creek,2301,3499,2018,79,315,88,Pending,,,http://www.redfin.com/WA/Bothell/18619-46th-Ave-SE-98012/home/144795802,NWMLS,1240151,N,Y,47.8585207,-122.1725709
PAST SALE,,Single Family Residential,18812 10th Dr SE Lot 7,Bothell,WA,98012,829990,5,2.75,North Creek,2704,18731,2018,86,307,,Pending,,,http://www.redfin.com/WA/Bothell/18812-10th-Dr-SE-98012/unit-7/home/145335049,NWMLS,1237045,N,Y,47.8273768,-122.2190769
PAST SALE,,Single Family Residential,18218 3rd Dr SE,Bothell,WA,98012,759950,5,2.5,North Bothell,3392,4440,2017,88,224,20,Pending,,,http://www.redfin.com/WA/Bothell/18218-3rd-Dr-SE-98012/home/144759643,NWMLS,1236702,N,Y,47.8317066,-122.2270597
PAST SALE,,Single Family Residential,18304 3rd Dr SE,Bothell,WA,98012,769950,5,2.75,North Bothell,3392,4440,2017,88,227,20,Pending,,,http://www.redfin.com/WA/Bothell/18304-3rd-Dr-SE-98012/home/144759629,NWMLS,1236696,N,Y,47.8317066,-122.2270597
MLS Listing,,Single Family Residential,18316 3rd Dr SE,Bothell,WA,98012,729950,3,2.5,North Bothell,2450,4249,2018,88,298,20,Active,,,http://www.redfin.com/WA/Bothell/18316-3rd-Dr-SE-98012/home/144759611,NWMLS,1236689,N,Y,47.8317066,-122.2270597
PAST SALE,,Single Family Residential,4606 187th Place SE,Bothell,WA,98012,649995,3,2.25,North Creek,1541,3224,2018,92,422,85,Pending,,,http://www.redfin.com/WA/Bothell/4606-187th-Pl-SE-98012/home/144720920,NWMLS,1235268,N,Y,47.8277508,-122.1859411
PAST SALE,,Vacant Land,17007 35th Ave SE,Mill Creek,WA,98012,1390000,0,,North Bothell,,101788,,93,,,Pending,,,http://www.redfin.com/WA/Bothell/17007-35th-Ave-SE-98012/home/2495020,NWMLS,1231269,N,Y,47.843126,-122.1835614
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit C5,Bothell,WA,98012,576900,4,3.5,Mill Creek,2318,2975,2018,98,249,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-C5/home/144673594,NWMLS,1232999,N,Y,47.8450585,-122.2147022
PAST SALE,,Single Family Residential,20 174th Place SW,Bothell,WA,98012,755950,5,2.75,Bothell,2723,6226,2017,99,278,81,Pending,,,http://www.redfin.com/WA/Bothell/20-174th-Pl-SW-98012/home/144671036,NWMLS,1232594,N,Y,47.8403853,-122.234
MLS Listing,,Single Family Residential,14830 17th Ct SE,Mill Creek,WA,98012,1080000,4,2.5,Mill Creek Country Club,3939,13505,1989,99,274,41,Contingent,,,http://www.redfin.com/WA/Mill-Creek/14830-17th-Ct-SE-98012/home/2811900,NWMLS,1232283,N,Y,47.8630532,-122.2095247
PAST SALE,,Single Family Residential,18705 45th. Ave SE,Bothell,WA,98012,887995,3,2.5,North Creek,2496,4476,2018,104,356,88,Pending,,,http://www.redfin.com/WA/Bothell/18705-45th-Ave-SE-98012/home/144654454,NWMLS,1231183,N,Y,47.8289,-122.1723
PAST SALE,,Single Family Residential,18324 3rd Dr SE,Bothell,WA,98012,729950,3,2.5,North Bothell,2450,3014,2018,120,298,20,Pending,,,http://www.redfin.com/WA/Bothell/18324-3rd-Dr-SE-98012/home/144541577,NWMLS,1228017,N,Y,47.8317066,-122.2270597
MLS Listing,,Single Family Residential,18725 46th Ave SE,Bothell,WA,98012,757995,5,2.75,North Creek,2186,4102,2018,129,347,88,Active,,,http://www.redfin.com/WA/Bothell/18725-46th-Ave-SE-98012/home/144476811,NWMLS,1225786,N,Y,47.828913,-122.172253
PAST SALE,,Single Family Residential,4313 186th Place SE,Bothell,WA,98012,769995,4,2.25,North Creek,2214,3485,2018,129,348,88,Pending,,,http://www.redfin.com/WA/Bothell/4313-186th-Pl-SE-98012/home/114094465,NWMLS,1225763,N,Y,47.828913,-122.172253
PAST SALE,,Single Family Residential,4319 186th Place SE,Bothell,WA,98012,698995,3,2.25,North Creek,1567,3459,2018,129,446,88,Pending,,,http://www.redfin.com/WA/Bothell/4319-186th-Pl-SE-98012/home/144476587,NWMLS,1225744,N,Y,47.828913,-122.172253
PAST SALE,,Single Family Residential,21815 34th Dr SE #16,Bothell,WA,98021,1344850,5,4.75,Canyon Park,4236,9602,2017,131,317,80,Pending,,,http://www.redfin.com/WA/Bothell/21815-34th-Dr-SE-98012/unit-16/home/144468686,NWMLS,1225261,N,Y,47.809563,-122.186833
PAST SALE,,Single Family Residential,2531 187th Place SE,Bothell,WA,98012,699000,3,2.25,North Creek,1827,44431,1978,135,383,,Pending,,,http://www.redfin.com/WA/Bothell/2531-187th-Pl-SE-98012/home/2780751,NWMLS,1224413,N,Y,47.827929,-122.1977949
MLS Listing,,Single Family Residential,19813 23rd Dr SE,Bothell,WA,98012,850000,3,1.0,Kennard Corner,1770,96703,1956,139,480,,Active,,,http://www.redfin.com/WA/Bothell/19813-23rd-Dr-SE-98012/home/2558786,NWMLS,1222888,N,Y,47.817686,-122.201168
MLS Listing,,Single Family Residential,19028 84th  (Lot #5) Place NE,Bothell,WA,98011,1057431,5,2.75,Bothell,3401,4545,2018,140,311,84,Active,April-21-2018 11:00 AM,April-21-2018 06:00 PM,http://www.redfin.com/WA/Bothell/19028-5th-Pl-W-98012/home/144412460,NWMLS,1223252,N,Y,47.8397983,-122.2407273
PAST SALE,,Single Family Residential,4613 187th Place SE Unit B,Bothell,WA,98012,669995,3,3.5,North Creek,2190,2854,2017,142,306,85,Pending,,,http://www.redfin.com/WA/Bothell/4613-187th-Pl-SE-98012/unit-B/home/144398188,NWMLS,1222536,N,Y,47.8277508,-122.1859411
MLS Listing,,Single Family Residential,18605 46th Ave SE,Bothell,WA,98012,719995,4,3.5,North Creek,2291,3246,2018,142,314,88,Active,,,http://www.redfin.com/WA/Bothell/18605-46th-Ave-SE-98012/home/144398077,NWMLS,1222532,N,Y,47.8289,-122.1723
PAST SALE,,Single Family Residential,18616 45th Dr SE,Bothell,WA,98012,859995,5,3.0,North Creek,2841,4189,2017,142,303,85,Pending,,,http://www.redfin.com/WA/Bothell/18616-45th-Dr-SE-98012/home/144398026,NWMLS,1222531,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18608 45th Dr SE,Bothell,WA,98012,849995,5,3.0,North Creek,2841,4189,2017,142,299,85,Pending,,,http://www.redfin.com/WA/Bothell/18608-45th-Dr-SE-98012/home/144398011,NWMLS,1222529,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18732 45th Dr SE,Bothell,WA,98012,719995,4,2.25,North Creek,1838,2811,2018,142,392,88,Pending,,,http://www.redfin.com/WA/Bothell/18732-45th-Dr-SE-98012/home/144397986,NWMLS,1222526,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,326 182nd St SE,Bothell,WA,98012,749950,4,3.0,North Bothell,3130,4400,2017,156,240,20,Pending,,,http://www.redfin.com/WA/Bothell/326-182nd-St-SE-98012/home/144319558,NWMLS,1218852,N,Y,47.834542,-122.227292
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit C2,Bothell,WA,98012,572900,4,3.5,Mill Creek,2318,1781,2017,161,247,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-C2/home/144285924,NWMLS,1217311,N,Y,47.8450585,-122.2147022
PAST SALE,,Townhouse,1325 Seattle Hill Rd Unit C4,Bothell,WA,98012,569900,4,3.5,Mill Creek,2318,1569,2017,168,246,121,Pending,,,http://www.redfin.com/WA/Bothell/1325-Seattle-Hill-Rd-98012/unit-C4/home/144236597,NWMLS,1214875,N,Y,47.8450585,-122.2147022
PAST SALE,,Single Family Residential,18624 45th Dr SE,Bothell,WA,98012,849995,5,3.0,North Creek,2841,4189,2017,175,299,85,Pending,,,http://www.redfin.com/WA/Bothell/18624-45th-Dr-SE-98012/home/144198108,NWMLS,1212653,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18610 45th Dr SE,Bothell,WA,98012,859995,4,2.5,North Creek,2779,4137,2018,175,309,88,Pending,,,http://www.redfin.com/WA/Bothell/18610-45th-Dr-SE-98012/home/144197648,NWMLS,1212651,N,Y,47.8289,-122.1723
MLS Listing,,Single Family Residential,18628 45th Dr SE,Bothell,WA,98012,869995,4,2.75,North Creek,2665,4091,2018,175,326,88,Active,,,http://www.redfin.com/WA/Bothell/18628-45th-Dr-SE-98012/home/144196507,NWMLS,1212648,N,Y,47.8289,-122.1723
MLS Listing,,Single Family Residential,18820 10th Dr SE Lot 5,Bothell,WA,98012,949990,4,2.75,Canyon Park,3000,19166,2017,175,317,,Active,,,http://www.redfin.com/WA/Bothell/18820-10th-Dr-SE-98012/unit-5/home/145282126,NWMLS,1205566,N,Y,47.8270872,-122.2187069
PAST SALE,,Single Family Residential,4510 187th Place SE,Bothell,WA,98012,654995,3,2.25,North Creek,1541,3264,2017,176,425,85,Pending,,,http://www.redfin.com/WA/Bothell/4510-187th-Pl-SE-98012/home/144175216,NWMLS,1212229,N,Y,47.8277508,-122.1859411
PAST SALE,,Single Family Residential,18727 45th Dr SE,Bothell,WA,98012,747845,5,2.75,North Creek,2186,3100,2017,176,342,85,Pending,,,http://www.redfin.com/WA/Bothell/18727-45th-Dr-SE-98012/home/144175215,NWMLS,1212233,N,Y,47.8161589,-122.1713449
PAST SALE,July-15-2010,Single Family Residential,17927 Sunset Rd,Bothell,WA,98012,404950,3,2.5,Bothell,2420,16988,1980,182,167,,Pending,,,http://www.redfin.com/WA/Bothell/17927-Sunset-Rd-98012/home/2495435,NWMLS,1209897,N,Y,47.8347584,-122.178183
PAST SALE,,Single Family Residential,18620 45th Dr SE,Bothell,WA,98012,839995,4,2.5,North Creek,2779,4137,2017,187,302,85,Pending,,,http://www.redfin.com/WA/Bothell/18620-45th-Dr-SE-98012/home/144083086,NWMLS,1207596,N,Y,47.8161589,-122.1713449
PAST SALE,,Single Family Residential,18719 46th Ave SE,Bothell,WA,98012,674995,3,2.25,North Creek,1567,4015,2018,187,431,88,Pending,,,http://www.redfin.com/WA/Bothell/18719-46th-Ave-SE-98012/home/144082987,NWMLS,1207587,N,Y,47.828913,-122.172253
PAST SALE,,Condo/Co-op,9608 NE 182nd #20 St Unit C,Bothell,WA,98011,782995,4,3.25,Bothell,2048,,2018,195,382,137,Pending,,,http://www.redfin.com/WA/Bothell/9608-20th-Dr-SE-98012/unit-C/home/144634499,NWMLS,1204564,N,Y,47.8441408,-122.2053623
PAST SALE,,Single Family Residential,18704 45th Dr SE,Bothell,WA,98012,851450,5,3.0,North Creek,2841,4189,2017,202,300,85,Pending,,,http://www.redfin.com/WA/Bothell/18704-45th-Dr-SE-98012/home/143429504,NWMLS,1201467,N,Y,47.8289,-122.1723
PAST SALE,,Single Family Residential,18719 45th Park SE,Bothell,WA,98012,695995,4,2.25,North Creek,1876,2820,2017,202,371,85,Pending,,,http://www.redfin.com/WA/Bothell/18719-45th-Ave-SE-98012/home/143956991,NWMLS,1201465,N,Y,47.81987,-122.1725265
PAST SALE,,Single Family Residential,18715 45th Dr SE,Bothell,WA,98012,649995,3,2.25,North Creek,1567,3404,2017,202,415,85,Pending,,,http://www.redfin.com/WA/Bothell/18715-45th-Dr-SE-98012/home/143956984,NWMLS,1201463,N,Y,47.8161589,-122.1713449
